Year,Month,Stage of processing number,Stage of processing details,Index Value,
2014,AUG,2.3,Processed fuels and lubricants,136.0,
2014,AUG,2.4,Containers,102.0,
2014,AUG,2.5,Supplies,113.9,
2014,AUG,2.5.1,Manufacturing industries,114.8,
2014,AUG,2.5.2,Non-manufacturing industries,107.7,
2014,AUG,2.5.2.1,Feeds,-,
2014,AUG,2.5.2.2,Other supplies,107.7,
2014,AUG,3,Finished goods,101.0,
2014,AUG,3.1,Finished consumer goods,106.4,
2014,AUG,3.1.1,Finished consumer foods,110.6,
2014,AUG,3.1.1.1,Crude,135.1,
2014,AUG,3.1.1.2,Processed,108.2,
2014,AUG,3.1.2,Finished consumer goods excluding foods,104.6,
2014,AUG,3.1.2.1,Durable,103.8,
2014,AUG,3.1.2.2,Semi-durable,107.2,
2014,AUG,3.1.2.3,Non-durable,103.2,
2014,AUG,3.2,Capital equipment,98.4,
2014,AUG,3.2.1,Manufacturing industries,99.0,
2014,AUG,3.2.2,Non-manufacturing industries,97.9,
2014,SEP,Total,Total,109.2,
2014,SEP,1,Crude materials for further processing,108.7,
2014,SEP,1.1,Foodstuffs and feedstuffs,120.4,
2014,SEP,1.2,Non-food materials,105.7,
2014,SEP,1.2.1,Non-food materials except fuel,72.6,
2014,SEP,1.2.2,Crude fuel,119.8,
2014,SEP,2,Intermediate materials supplies and components,113.4,
2014,SEP,2.1,Materials and components for manufacturing,101.1,
2014,SEP,2.1.1,Materials for food manufacturing,90.6,
2014,SEP,2.1.2,Materials for others manufacturing,105.3,
2014,SEP,2.2,Materials and components for construction,102.7,
2014,SEP,2.3,Processed fuels and lubricants,143.7,
2014,SEP,2.4,Containers,101.6,
2014,SEP,2.5,Supplies,114.0,
2014,SEP,2.5.1,Manufacturing industries,114.9,
2014,SEP,2.5.2,Non-manufacturing industries,107.8,
2014,SEP,2.5.2.1,Feeds,-,
2014,SEP,2.5.2.2,Other supplies,107.8,
2014,SEP,3,Finished goods,100.9,
2014,SEP,3.1,Finished consumer goods,106.3,
2014,SEP,3.1.1,Finished consumer foods,110.3,
2014,SEP,3.1.1.1,Crude,133.3,
2014,SEP,3.1.1.2,Processed,108.0,
2014,SEP,3.1.2,Finished consumer goods excluding foods,104.6,
2014,SEP,3.1.2.1,Durable,103.9,
2014,SEP,3.1.2.2,Semi-durable,107.2,
2014,SEP,3.1.2.3,Non-durable,103.2,
2014,SEP,3.2,Capital equipment,98.3,
2014,SEP,3.2.1,Manufacturing industries,98.9,
2014,SEP,3.2.2,Non-manufacturing industries,97.9,
2014,OCT,Total,Total,107.8,
2014,OCT,1,Crude materials for further processing,104.8,
2014,OCT,1.1,Foodstuffs and feedstuffs,119.6,
2014,OCT,1.2,Non-food materials,101.1,
2014,OCT,1.2.1,Non-food materials except fuel,76.4,
2014,OCT,1.2.2,Crude fuel,111.5,
2014,OCT,2,Intermediate materials supplies and components,112.1,
2014,OCT,2.1,Materials and components for manufacturing,101.3,
2014,OCT,2.1.1,Materials for food manufacturing,91.7,
2014,OCT,2.1.2,Materials for others manufacturing,105.1,
2014,OCT,2.2,Materials and components for construction,103.3,
2014,OCT,2.3,Processed fuels and lubricants,137.2,
2014,OCT,2.4,Containers,102.0,
2014,OCT,2.5,Supplies,115.3,
2014,OCT,2.5.1,Manufacturing industries,116.4,
2014,OCT,2.5.2,Non-manufacturing industries,107.8,
2014,OCT,2.5.2.1,Feeds,-,
2014,OCT,2.5.2.2,Other supplies,107.8,
2014,OCT,3,Finished goods,101.1,
2014,OCT,3.1,Finished consumer goods,106.5,
2014,OCT,3.1.1,Finished consumer foods,110.9,
2014,OCT,3.1.1.1,Crude,137.8,
2014,OCT,3.1.1.2,Processed,108.2,
2014,OCT,3.1.2,Finished consumer goods excluding foods,104.6,
2014,OCT,3.1.2.1,Durable,103.8,
2014,OCT,3.1.2.2,Semi-durable,107.7,
2014,OCT,3.1.2.3,Non-durable,103.0,
2014,OCT,3.2,Capital equipment,98.5,
2014,OCT,3.2.1,Manufacturing industries,99.1,
2014,OCT,3.2.2,Non-manufacturing industries,98.0,
2014,NOV,Total,Total,107.3,
2014,NOV,1,Crude materials for further processing,100.9,
2014,NOV,1.1,Foodstuffs and feedstuffs,119.5,
2014,NOV,1.2,Non-food materials,96.2,
2014,NOV,1.2.1,Non-food materials except fuel,78.7,
2014,NOV,1.2.2,Crude fuel,103.6,
2014,NOV,2,Intermediate materials supplies and components,112.8,
2014,NOV,2.1,Materials and components for manufacturing,101.5,
2014,NOV,2.1.1,Materials for food manufacturing,92.4,
2014,NOV,2.1.2,Materials for others manufacturing,105.1,
2014,NOV,2.2,Materials and components for construction,103.2,
2014,NOV,2.3,Processed fuels and lubricants,139.1,
2014,NOV,2.4,Containers,102.5,
2014,NOV,2.5,Supplies,116.0,
2014,NOV,2.5.1,Manufacturing industries,117.2,
2014,NOV,2.5.2,Non-manufacturing industries,107.8,
2014,NOV,2.5.2.1,Feeds,-,
2014,NOV,2.5.2.2,Other supplies,107.8,
2014,NOV,3,Finished goods,101.2,
2014,NOV,3.1,Finished consumer goods,106.6,
2014,NOV,3.1.1,Finished consumer foods,110.9,
2014,NOV,3.1.1.1,Crude,136.9,
2014,NOV,3.1.1.2,Processed,108.3,
2014,NOV,3.1.2,Finished consumer goods excluding foods,104.7,
2014,NOV,3.1.2.1,Durable,103.8,
2014,NOV,3.1.2.2,Semi-durable,107.6,
2014,NOV,3.1.2.3,Non-durable,103.2,
2014,NOV,3.2,Capital equipment,98.7,
2014,NOV,3.2.1,Manufacturing industries,99.5,
2014,NOV,3.2.2,Non-manufacturing industries,98.1,
2014,DEC,Total,Total,104.5,
2014,DEC,1,Crude materials for further processing,91.6,
2014,DEC,1.1,Foodstuffs and feedstuffs,121.2,
2014,DEC,1.2,Non-food materials,84.1,
2014,DEC,1.2.1,Non-food materials except fuel,77.0,
2014,DEC,1.2.2,Crude fuel,87.1,
2014,DEC,2,Intermediate materials supplies and components,110.9,
2014,DEC,2.1,Materials and components for manufacturing,101.3,
2014,DEC,2.1.1,Materials for food manufacturing,92.0,
2014,DEC,2.1.2,Materials for others manufacturing,104.9,
2014,DEC,2.2,Materials and components for construction,103.2,
2014,DEC,2.3,Processed fuels and lubricants,132.0,
2014,DEC,2.4,Containers,102.3,
2014,DEC,2.5,Supplies,116.2,
2014,DEC,2.5.1,Manufacturing industries,117.5,
2014,DEC,2.5.2,Non-manufacturing industries,107.5,
2014,DEC,2.5.2.1,Feeds,-,
2014,DEC,2.5.2.2,Other supplies,107.5,
2014,DEC,3,Finished goods,101.3,
2014,DEC,3.1,Finished consumer goods,106.8,
2014,DEC,3.1.1,Finished consumer foods,111.2,
2014,DEC,3.1.1.1,Crude,141.3,
2014,DEC,3.1.1.2,Processed,108.2,
2014,DEC,3.1.2,Finished consumer goods excluding foods,104.8,
2014,DEC,3.1.2.1,Durable,103.9,
2014,DEC,3.1.2.2,Semi-durable,107.7,
2014,DEC,3.1.2.3,Non-durable,103.4,
2014,DEC,3.2,Capital equipment,98.8,
2014,DEC,3.2.1,Manufacturing industries,99.7,
2014,DEC,3.2.2,Non-manufacturing industries,98.0,
2015,JAN,Total,Total,104.1,
2015,JAN,1,Crude materials for further processing,85.5,
2015,JAN,1.1,Foodstuffs and feedstuffs,122.2,
2015,JAN,1.2,Non-food materials,76.2,
2015,JAN,1.2.1,Non-food materials except fuel,83.4,
2015,JAN,1.2.2,Crude fuel,73.2,
2015,JAN,2,Intermediate materials supplies and components,112.4,
2015,JAN,2.1,Materials and components for manufacturing,101.9,
2015,JAN,2.1.1,Materials for food manufacturing,93.5,
2015,JAN,2.1.2,Materials for others manufacturing,105.2,
2015,JAN,2.2,Materials and components for construction,103.1,
2015,JAN,2.3,Processed fuels and lubricants,136.0,
2015,JAN,2.4,Containers,102.4,
2015,JAN,2.5,Supplies,117.5,
2015,JAN,2.5.1,Manufacturing industries,118.7,
2015,JAN,2.5.2,Non-manufacturing industries,108.9,
2015,JAN,2.5.2.1,Feeds,-,
2015,JAN,2.5.2.2,Other supplies,108.9,
2015,JAN,3,Finished goods,101.5,
2015,JAN,3.1,Finished consumer goods,106.8,
2015,JAN,3.1.1,Finished consumer foods,111.5,
2015,JAN,3.1.1.1,Crude,143.0,
2015,JAN,3.1.1.2,Processed,108.4,
2015,JAN,3.1.2,Finished consumer goods excluding foods,104.8,
2015,JAN,3.1.2.1,Durable,103.9,
2015,JAN,3.1.2.2,Semi-durable,107.7,
2015,JAN,3.1.2.3,Non-durable,103.4,
2015,JAN,3.2,Capital equipment,98.9,
2015,JAN,3.2.1,Manufacturing industries,99.9,
2015,JAN,3.2.2,Non-manufacturing industries,98.1,
2015,FEB,Total,Total,104.6,
2015,FEB,1,Crude materials for further processing,91.5,
2015,FEB,1.1,Foodstuffs and feedstuffs,122.0,
2015,FEB,1.2,Non-food materials,83.8,
2015,FEB,1.2.1,Non-food materials except fuel,83.2,
2015,FEB,1.2.2,Crude fuel,84.0,
2015,FEB,2,Intermediate materials supplies and components,111.1,
2015,FEB,2.1,Materials and components for manufacturing,102.1,
2015,FEB,2.1.1,Materials for food manufacturing,94.0,
2015,FEB,2.1.2,Materials for others manufacturing,105.3,
2015,FEB,2.2,Materials and components for construction,103.0,
2015,FEB,2.3,Processed fuels and lubricants,130.0,
2015,FEB,2.4,Containers,102.2,
2015,FEB,2.5,Supplies,118.7,
2015,FEB,2.5.1,Manufacturing industries,120.1,
2015,FEB,2.5.2,Non-manufacturing industries,108.9,
2015,FEB,2.5.2.1,Feeds,-,
2015,FEB,2.5.2.2,Other supplies,108.9,
2015,FEB,3,Finished goods,101.6,
2015,FEB,3.1,Finished consumer goods,106.9,
2015,FEB,3.1.1,Finished consumer foods,111.6,
2015,FEB,3.1.1.1,Crude,145.4,
2015,FEB,3.1.1.2,Processed,108.2,
2015,FEB,3.1.2,Finished consumer goods excluding foods,104.9,
2015,FEB,3.1.2.1,Durable,104.2,
2015,FEB,3.1.2.2,Semi-durable,107.9,
2015,FEB,3.1.2.3,Non-durable,103.2,
2015,FEB,3.2,Capital equipment,99.0,
2015,FEB,3.2.1,Manufacturing industries,100.0,
2015,FEB,3.2.2,Non-manufacturing industries,98.2,
2015,MAR,Total,Total,103.8,
2015,MAR,1,Crude materials for further processing,92.4,
2015,MAR,1.1,Foodstuffs and feedstuffs,122.4,
2015,MAR,1.2,Non-food materials,84.7,
2015,MAR,1.2.1,Non-food materials except fuel,82.2,
2015,MAR,1.2.2,Crude fuel,85.8,
2015,MAR,2,Intermediate materials supplies and components,109.2,
2015,MAR,2.1,Materials and components for manufacturing,102.3,
2015,MAR,2.1.1,Materials for food manufacturing,93.7,
2015,MAR,2.1.2,Materials for others manufacturing,105.8,
2015,MAR,2.2,Materials and components for construction,103.2,
2015,MAR,2.3,Processed fuels and lubricants,121.2,
2015,MAR,2.4,Containers,102.8,
2015,MAR,2.5,Supplies,119.4,
2015,MAR,2.5.1,Manufacturing industries,120.9,
2015,MAR,2.5.2,Non-manufacturing industries,108.7,
2015,MAR,2.5.2.1,Feeds,-,
2015,MAR,2.5.2.2,Other supplies,108.7,
2015,MAR,3,Finished goods,101.7,
2015,MAR,3.1,Finished consumer goods,107.3,
2015,MAR,3.1.1,Finished consumer foods,112.3,
2015,MAR,3.1.1.1,Crude,145.1,
2015,MAR,3.1.1.2,Processed,109.1,
2015,MAR,3.1.2,Finished consumer goods excluding foods,105.1,
2015,MAR,3.1.2.1,Durable,104.2,
2015,MAR,3.1.2.2,Semi-durable,108.2,
2015,MAR,3.1.2.3,Non-durable,103.4,
2015,MAR,3.2,Capital equipment,99.1,
2015,MAR,3.2.1,Manufacturing industries,100.0,
2015,MAR,3.2.2,Non-manufacturing industries,98.4,
2015,APR,Total,Total,103.1,
2015,APR,1,Crude materials for further processing,94.2,
2015,APR,1.1,Foodstuffs and feedstuffs,121.3,
2015,APR,1.2,Non-food materials,87.3,
2015,APR,1.2.1,Non-food materials except fuel,78.4,
2015,APR,1.2.2,Crude fuel,91.1,
2015,APR,2,Intermediate materials supplies and components,107.1,
2015,APR,2.1,Materials and components for manufacturing,101.4,
2015,APR,2.1.1,Materials for food manufacturing,91.6,
2015,APR,2.1.2,Materials for others manufacturing,105.3,
2015,APR,2.2,Materials and components for construction,103.4,
2015,APR,2.3,Processed fuels and lubricants,114.6,
2015,APR,2.4,Containers,102.6,
2015,APR,2.5,Supplies,119.8,
2015,APR,2.5.1,Manufacturing industries,121.5,
2015,APR,2.5.2,Non-manufacturing industries,107.7,
2015,APR,2.5.2.1,Feeds,-,
2015,APR,2.5.2.2,Other supplies,107.7,
2015,APR,3,Finished goods,101.8,
2015,APR,3.1,Finished consumer goods,107.4,
2015,APR,3.1.1,Finished consumer foods,112.3,
2015,APR,3.1.1.1,Crude,141.0,
2015,APR,3.1.1.2,Processed,109.4,
2015,APR,3.1.2,Finished consumer goods excluding foods,105.3,
2015,APR,3.1.2.1,Durable,104.4,
2015,APR,3.1.2.2,Semi-durable,108.4,
2015,APR,3.1.2.3,Non-durable,103.6,
2015,APR,3.2,Capital equipment,99.1,
2015,APR,3.2.1,Manufacturing industries,100.1,
2015,APR,3.2.2,Non-manufacturing industries,98.3,
2015,MAY,Total,Total,101.6,
2015,MAY,1,Crude materials for further processing,95.8,
2015,MAY,1.1,Foodstuffs and feedstuffs,121.2,
2015,MAY,1.2,Non-food materials,89.4,
2015,MAY,1.2.1,Non-food materials except fuel,77.3,
2015,MAY,1.2.2,Crude fuel,94.5,
2015,MAY,2,Intermediate materials supplies and components,103.9,
2015,MAY,2.1,Materials and components for manufacturing,101.0,
2015,MAY,2.1.1,Materials for food manufacturing,91.2,
2015,MAY,2.1.2,Materials for others manufacturing,105.0,
2015,MAY,2.2,Materials and components for construction,103.4,
2015,MAY,2.3,Processed fuels and lubricants,101.9,
2015,MAY,2.4,Containers,102.6,
2015,MAY,2.5,Supplies,119.9,
2015,MAY,2.5.1,Manufacturing industries,121.6,
2015,MAY,2.5.2,Non-manufacturing industries,107.6,
2015,MAY,2.5.2.1,Feeds,-,
2015,MAY,2.5.2.2,Other supplies,107.6,
2015,MAY,3,Finished goods,101.6,
2015,MAY,3.1,Finished consumer goods,107.3,
2015,MAY,3.1.1,Finished consumer foods,111.9,
2015,MAY,3.1.1.1,Crude,141.6,
2015,MAY,3.1.1.2,Processed,108.9,
2015,MAY,3.1.2,Finished consumer goods excluding foods,105.3,
2015,MAY,3.1.2.1,Durable,104.4,
2015,MAY,3.1.2.2,Semi-durable,108.8,
2015,MAY,3.1.2.3,Non-durable,103.4,
2015,MAY,3.2,Capital equipment,98.9,
2015,MAY,3.2.1,Manufacturing industries,99.6,
2015,MAY,3.2.2,Non-manufacturing industries,98.3,
2015,JUN,Total,Total,101.2,
2015,JUN,1,Crude materials for further processing,96.0,
2015,JUN,1.1,Foodstuffs and feedstuffs,121.6,
2015,JUN,1.2,Non-food materials,89.5,
2015,JUN,1.2.1,Non-food materials except fuel,80.3,
2015,JUN,1.2.2,Crude fuel,93.4,
2015,JUN,2,Intermediate materials supplies and components,102.9,
2015,JUN,2.1,Materials and components for manufacturing,101.6,
2015,JUN,2.1.1,Materials for food manufacturing,92.0,
2015,JUN,2.1.2,Materials for others manufacturing,105.4,
2015,JUN,2.2,Materials and components for construction,103.4,
2015,JUN,2.3,Processed fuels and lubricants,97.5,
2015,JUN,2.4,Containers,102.5,
2015,JUN,2.5,Supplies,118.6,
2015,JUN,2.5.1,Manufacturing industries,120.1,
2015,JUN,2.5.2,Non-manufacturing industries,107.6,
2015,JUN,2.5.2.1,Feeds,-,
2015,JUN,2.5.2.2,Other supplies,107.6,
2015,JUN,3,Finished goods,101.7,
2015,JUN,3.1,Finished consumer goods,107.6,
2015,JUN,3.1.1,Finished consumer foods,111.6,
2015,JUN,3.1.1.1,Crude,135.0,
2015,JUN,3.1.1.2,Processed,109.3,
2015,JUN,3.1.2,Finished consumer goods excluding foods,105.8,
2015,JUN,3.1.2.1,Durable,105.1,
2015,JUN,3.1.2.2,Semi-durable,109.1,
2015,JUN,3.1.2.3,Non-durable,104.0,
2015,JUN,3.2,Capital equipment,99.0,
2015,JUN,3.2.1,Manufacturing industries,99.4,
2015,JUN,3.2.2,Non-manufacturing industries,98.6,
2015,JUL,Total,Total,101.1,
2015,JUL,1,Crude materials for further processing,92.7,
2015,JUL,1.1,Foodstuffs and feedstuffs,121.9,
2015,JUL,1.2,Non-food materials,85.3,
2015,JUL,1.2.1,Non-food materials except fuel,77.6,
2015,JUL,1.2.2,Crude fuel,88.6,
2015,JUL,2,Intermediate materials supplies and components,104.0,
2015,JUL,2.1,Materials and components for manufacturing,101.4,
2015,JUL,2.1.1,Materials for food manufacturing,91.6,
2015,JUL,2.1.2,Materials for others manufacturing,105.3,
2015,JUL,2.2,Materials and components for construction,103.6,
2015,JUL,2.3,Processed fuels and lubricants,102.2,
2015,JUL,2.4,Containers,102.6,
2015,JUL,2.5,Supplies,118.7,
2015,JUL,2.5.1,Manufacturing industries,120.1,
2015,JUL,2.5.2,Non-manufacturing industries,108.5,
2015,JUL,2.5.2.1,Feeds,-,
2015,JUL,2.5.2.2,Other supplies,108.5,
2015,JUL,3,Finished goods,101.9,
2015,JUL,3.1,Finished consumer goods,107.8,
2015,JUL,3.1.1,Finished consumer foods,111.8,
2015,JUL,3.1.1.1,Crude,136.0,
2015,JUL,3.1.1.2,Processed,109.4,
2015,JUL,3.1.2,Finished consumer goods excluding foods,106.1,
2015,JUL,3.1.2.1,Durable,105.1,
2015,JUL,3.1.2.2,Semi-durable,109.2,
2015,JUL,3.1.2.3,Non-durable,104.6,
2015,JUL,3.2,Capital equipment,99.0,
2015,JUL,3.2.1,Manufacturing industries,99.7,
2015,JUL,3.2.2,Non-manufacturing industries,98.4,
2015,AUG,Total,Total,100.3,
2015,AUG,1,Crude materials for further processing,85.2,
2015,AUG,1.1,Foodstuffs and feedstuffs,122.1,
2015,AUG,1.2,Non-food materials,75.9,
2015,AUG,1.2.1,Non-food materials except fuel,69.4,
2015,AUG,1.2.2,Crude fuel,78.6,
2015,AUG,2,Intermediate materials supplies and components,105.2,
2015,AUG,2.1,Materials and components for manufacturing,100.5,
2015,AUG,2.1.1,Materials for food manufacturing,89.9,
2015,AUG,2.1.2,Materials for others manufacturing,104.7,
2015,AUG,2.2,Materials and components for construction,103.6,
2015,AUG,2.3,Processed fuels and lubricants,108.5,
2015,AUG,2.4,Containers,102.9,
2015,AUG,2.5,Supplies,119.5,
2015,AUG,2.5.1,Manufacturing industries,121.1,
2015,AUG,2.5.2,Non-manufacturing industries,108.4,
2015,AUG,2.5.2.1,Feeds,-,
2015,AUG,2.5.2.2,Other supplies,108.4,
2015,AUG,3,Finished goods,102.1,
2015,AUG,3.1,Finished consumer goods,108.0,
2015,AUG,3.1.1,Finished consumer foods,112.1,
2015,AUG,3.1.1.1,Crude,137.8,
2015,AUG,3.1.1.2,Processed,109.6,
2015,AUG,3.1.2,Finished consumer goods excluding foods,106.1,
2015,AUG,3.1.2.1,Durable,105.2,
2015,AUG,3.1.2.2,Semi-durable,109.4,
2015,AUG,3.1.2.3,Non-durable,104.5,
2015,AUG,3.2,Capital equipment,99.3,
2015,AUG,3.2.1,Manufacturing industries,100.5,
2015,AUG,3.2.2,Non-manufacturing industries,98.4,
2015,SEP,Total,Total,101.6,
2015,SEP,1,Crude materials for further processing,88.8,
2015,SEP,1.1,Foodstuffs and feedstuffs,122.1,
2015,SEP,1.2,Non-food materials,80.4,
2015,SEP,1.2.1,Non-food materials except fuel,70.7,
2015,SEP,1.2.2,Crude fuel,84.5,
2015,SEP,2,Intermediate materials supplies and components,106.1,
2015,SEP,2.1,Materials and components for manufacturing,100.3,
2015,SEP,2.1.1,Materials for food manufacturing,88.5,
2015,SEP,2.1.2,Materials for others manufacturing,104.9,
2015,SEP,2.2,Materials and components for construction,103.9,
2015,SEP,2.3,Processed fuels and lubricants,111.8,
2015,SEP,2.4,Containers,102.5,
2015,SEP,2.5,Supplies,121.0,
2015,SEP,2.5.1,Manufacturing industries,122.8,
2015,SEP,2.5.2,Non-manufacturing industries,108.0,
2015,SEP,2.5.2.1,Feeds,-,
2015,SEP,2.5.2.2,Other supplies,108.0,
2015,SEP,3,Finished goods,102.5,
2015,SEP,3.1,Finished consumer goods,108.2,
2015,SEP,3.1.1,Finished consumer foods,112.4,
2015,SEP,3.1.1.1,Crude,136.6,
2015,SEP,3.1.1.2,Processed,110.0,
2015,SEP,3.1.2,Finished consumer goods excluding foods,106.4,
2015,SEP,3.1.2.1,Durable,105.2,
2015,SEP,3.1.2.2,Semi-durable,109.6,
2015,SEP,3.1.2.3,Non-durable,105.0,
2015,SEP,3.2,Capital equipment,99.8,
2015,SEP,3.2.1,Manufacturing industries,101.4,
2015,SEP,3.2.2,Non-manufacturing industries,98.5,
2015,OCT,Total,Total,102.6,
2015,OCT,1,Crude materials for further processing,93.1,
2015,OCT,1.1,Foodstuffs and feedstuffs,121.4,
2015,OCT,1.2,Non-food materials,85.9,
2015,OCT,1.2.1,Non-food materials except fuel,79.3,
2015,OCT,1.2.2,Crude fuel,88.6,
2015,OCT,2,Intermediate materials supplies and components,106.2,
2015,OCT,2.1,Materials and components for manufacturing,100.4,
2015,OCT,2.1.1,Materials for food manufacturing,89.4,
2015,OCT,2.1.2,Materials for others manufacturing,104.8,
2015,OCT,2.2,Materials and components for construction,104.0,
2015,OCT,2.3,Processed fuels and lubricants,111.5,
2015,OCT,2.4,Containers,102.8,
2015,OCT,2.5,Supplies,121.4,
2015,OCT,2.5.1,Manufacturing industries,123.2,
2015,OCT,2.5.2,Non-manufacturing industries,108.9,
2015,OCT,2.5.2.1,Feeds,-,
2015,OCT,2.5.2.2,Other supplies,108.9,
2015,OCT,3,Finished goods,102.6,
2015,OCT,3.1,Finished consumer goods,108.3,
2015,OCT,3.1.1,Finished consumer foods,112.8,
2015,OCT,3.1.1.1,Crude,134.6,
2015,OCT,3.1.1.2,Processed,110.7,
2015,OCT,3.1.2,Finished consumer goods excluding foods,106.4,
2015,OCT,3.1.2.1,Durable,105.4,
2015,OCT,3.1.2.2,Semi-durable,109.7,
2015,OCT,3.1.2.3,Non-durable,104.7,
2015,OCT,3.2,Capital equipment,99.8,
2015,OCT,3.2.1,Manufacturing industries,101.5,
2015,OCT,3.2.2,Non-manufacturing industries,98.5,
2015,NOV,Total,Total,101.6,
2015,NOV,1,Crude materials for further processing,89.7,
2015,NOV,1.1,Foodstuffs and feedstuffs,120.5,
2015,NOV,1.2,Non-food materials,81.9,
2015,NOV,1.2.1,Non-food materials except fuel,76.6,
2015,NOV,1.2.2,Crude fuel,84.1,
2015,NOV,2,Intermediate materials supplies and components,105.6,
2015,NOV,2.1,Materials and components for manufacturing,100.7,
2015,NOV,2.1.1,Materials for food manufacturing,89.7,
2015,NOV,2.1.2,Materials for others manufacturing,105.0,
2015,NOV,2.2,Materials and components for construction,103.7,
2015,NOV,2.3,Processed fuels and lubricants,108.7,
2015,NOV,2.4,Containers,103.3,
2015,NOV,2.5,Supplies,121.9,
2015,NOV,2.5.1,Manufacturing industries,123.7,
2015,NOV,2.5.2,Non-manufacturing industries,108.8,
2015,NOV,2.5.2.1,Feeds,-,
2015,NOV,2.5.2.2,Other supplies,108.8,
2015,NOV,3,Finished goods,102.7,
2015,NOV,3.1,Finished consumer goods,108.4,
2015,NOV,3.1.1,Finished consumer foods,112.9,
2015,NOV,3.1.1.1,Crude,134.7,
2015,NOV,3.1.1.2,Processed,110.8,
2015,NOV,3.1.2,Finished consumer goods excluding foods,106.4,
2015,NOV,3.1.2.1,Durable,105.4,
2015,NOV,3.1.2.2,Semi-durable,110.0,
2015,NOV,3.1.2.3,Non-durable,104.6,
2015,NOV,3.2,Capital equipment,100.0,
2015,NOV,3.2.1,Manufacturing industries,101.8,
2015,NOV,3.2.2,Non-manufacturing industries,98.7,
2015,DEC,Total,Total,100.9,
2015,DEC,1,Crude materials for further processing,86.1,
2015,DEC,1.1,Foodstuffs and feedstuffs,121.0,
2015,DEC,1.2,Non-food materials,77.2,
2015,DEC,1.2.1,Non-food materials except fuel,78.1,
2015,DEC,1.2.2,Crude fuel,76.8,
2015,DEC,2,Intermediate materials supplies and components,105.5,
2015,DEC,2.1,Materials and components for manufacturing,99.9,
2015,DEC,2.1.1,Materials for food manufacturing,89.7,
2015,DEC,2.1.2,Materials for others manufacturing,104.0,
